10_000000,213,341,297,109,0.377750251
10_000060,244,287,313,145,0.256186341
10_000120,284,376,350,90,0.362412081
10_000180,203,125,390,193,0.080666448
10_000480,222,271,323,111,0.091996589
10_000540,284,146,343,129,0.138497508
10_000720,117,416,333,49,0.097175248
11_000360,316,95,187,206,0.419289775
11_000480,233,112,222,222,0.291772191
11_000600,194,171,176,205,0.543421936
11_000720,289,261,280,192,0.38391146
12_000120,77,242,154,123,0.793113065
12_000180,141,245,117,124,0.092470029
13_000480,101,145,55,127,0.902166476
13_000780,121,135,47,94,0.475162218
14_000540,382,227,247,143,0.865880194
15_000120,167,42,178,381,0.016552252
16_000120,475,72,156,213,0.405410839
16_000300,480,18,152,237,0.209818374
16_000660,221,12,289,164,0.048608702
16_000720,351,73,281,258,0.117786115
16_000780,386,139,245,226,-1.62E-06
17_000000,37,216,304,189,0.247602803
17_000060,109,266,282,199,0.259879824
17_000120,135,241,267,187,0.337345686
17_000180,79,229,302,189,0.201740704
17_000240,82,240,292,185,0.255378898
18_000300,308,157,198,123,1
18_000360,290,37,183,131,0.971690863
18_000720,372,61,116,45,0.042872291
19_000240,323,101,308,166,0.00793499
19_000360,116,133,486,333,0.02047143
19_000540,370,23,144,165,0.097048781
21_000180,114,12,292,114,0.028292923
2_000180,357,93,145,182,0.12381113
3_000000,328,128,138,228,0.484209468
3_000060,311,143,135,224,0.839484274
3_000180,274,184,122,220,0.777418194
3_000360,233,177,142,246,0.68334625
3_000420,214,12,176,273,0.27801648
3_000480,376,123,162,244,0.768143952
3_000600,347,34,165,273,0.775504976
3_000840,37,105,202,326,0.305550601
3_000900,59,132,174,290,0.899928984
3_001020,309,12,154,211,0.763863532
4_000180,498,245,135,195,0.004763264
4_000300,87,285,202,177,0.041996751
4_000420,262,304,188,146,0.019400352
9_000120,184,12,451,214,0.00326155
9_000240,250,109,285,155,0.149312052
9_000600,57,127,301,182,0.024644839
